"CountryCode","SeriesCode","DESCRIPTION",
"CHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","IT.CEL.SETS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.CEL.SETS.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.MLT.MAIN","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.MLT.MAIN.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.BBND","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.BBND.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHL","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHL","SP.DYN.AMRT.FE","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.AMRT.MA","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHN","BX.KLT.DINV.CD.WD","Data based on BPM6.",
"CHN","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of Shanghai Stock Exchange and Shenzhen Stock Exchange divided by the total domestic market capitalization of the two exchanges.",
"CHN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed debt data, and short-term debt data for 2015 are World Bank staff estimates based on country aggregate reports.",
"CHN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","IT.CEL.SETS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.CEL.SETS.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.MLT.MAIN","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.MLT.MAIN.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.BBND","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.BBND.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","MS.MIL.XPND.ZS","Figures are for estimated  total military expenditure.  China has published its own military expenditure data.  See: www.stats.gov.cn.",
"CHN","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHN","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CHN","SM.POP.REFG.OR","The UNHCR publishes separate figures for refugees from China and Tibet. These figures includes refugees reported as Tibetans by the UNCHR.",
"CHN","SM.POP.TOTL","Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.CBRT.IN","Data sources : National Bureau of Statistics",
"CHN","SP.DYN.CDRT.IN","Data sources : National Bureau of Statistics",
"CHN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.TO65.FE.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.TO65.MA.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.0014.FE.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.0014.MA.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.1564.FE.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.1564.MA.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.1564.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.65UP.FE.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.65UP.MA.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.GROW","Data sources: National Bureau of Statistics",
"CHN","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.TOTL.MA.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CIV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2015 are World Bank staff estimates. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club agreement signed in 2011 and 2015 and HIPC and MDRI debt relief.",
"CIV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CIV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","IT.CEL.SETS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.CEL.SETS.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.MLT.MAIN","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.MLT.MAIN.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.NET.BBND","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.NET.BBND.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SG.NOD.CONS","There is no nondiscrimination provision.",
"CIV","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CIV","SM.POP.TOTL","Estimates are derived from data on foreign-born and foreign population. ",
"CIV","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"CIV","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"CIV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CIV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt for 2015 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"CMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","IT.CEL.SETS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.BBND","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.BBND.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SG.NOD.CONS","There is no nondiscrimination provision.",
"CMR","SH.XPD.EXTR.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.OOPC.TO.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.OOPC.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PCAP","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PCAP.PP.KD","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PRIV.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PUBL","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PUBL.GX.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.PUBL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SH.XPD.TOTL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"CMR","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CMR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CMR","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"CMR","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"CMR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CMR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"COD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","IT.CEL.SETS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.CEL.SETS.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.MLT.MAIN","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.MLT.MAIN.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.BBND","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.BBND.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.USER.ZS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"COD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"COD","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"COD","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"COD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"COG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","IT.CEL.SETS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.CEL.SETS.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.MLT.MAIN","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.MLT.MAIN.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.NET.BBND","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.NET.BBND.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"COG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COG","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"COG","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"COG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"COL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","IT.CEL.SETS","Ministerio de Comunicaciones.",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","IT.NET.BBND","Ministerio de Comunicaciones.",
"COL","IT.NET.BBND.P2","Ministerio de Comunicaciones.",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COL","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"COL","SM.POP.REFG","Data for 2007 includes  200,000 Colombians in Venezuela, and 250,000 Colombians in Ecuador who are in refugee-like situations (groups of persons who are outside their country or territory of origin and who face protection risks similar to those of refugees, but for whom refugee status has, for practical or other reasons, not been ascertained).",
"COL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COL","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"COL","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"COL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects, DHS 2010",
"COL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COM","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreements signed in 2010 and the HIPC debt relief.",
"COM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"COM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","IT.CEL.SETS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.CEL.SETS.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.MLT.MAIN","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.MLT.MAIN.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.NET.BBND","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.NET.BBND.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SH.XPD.EXTR.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.OOPC.TO.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.OOPC.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.PCAP","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.PCAP.PP.KD","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.PRIV.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.PUBL","Some estimates should be viewed with caution as these are derived from scarce data. Revision of the General Government Expenditure series can explain changes in public expenditure ratios.",
"COM","SH.XPD.PUBL.GX.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.PUBL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SH.XPD.TOTL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"COM","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"COM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. For purposes of estimation, the estimates for Comoros and Mayotte are derived and reported separately.",
"COM","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"COM","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"COM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CPV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data are not available.",
"CPV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CPV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","IT.CEL.SETS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.CEL.SETS.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.MLT.MAIN","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.MLT.MAIN.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.NET.BBND","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.NET.BBND.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CPV","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CPV","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"CPV","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"CPV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CPV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CPV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CRI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt for 2015 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"CRI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CRI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","IT.CEL.SETS","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.BBND","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.BBND.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE).",
"CRI","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"CRI","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"CRI","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"CRI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CRI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUB","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"CUB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CUB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","IT.CEL.SETS","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.CEL.SETS.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.MLT.MAIN","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.MLT.MAIN.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.NET.BBND","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.NET.BBND.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones.",
"CUB","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"CUB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CUB","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"CUB","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"CUB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CUB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
